Country;Airport;District;Site;Lat;Long;elevation ft;reports;;;;;;;;;
Romania;LRTR;SI;Timisoara/Traian Vuia Arpt;45,811;21,333;341;METAR, TAF;;;;;;;;;
Romania;LRTZ;CT;Tuzla Arpt;43,985;28,607;148;;;;;;;;;;
Slovakia;LZIB;BL;Bratislava/Ivanka Arpt;48,17;17,207;423;METAR, TAF;;;;;;;;;
Slovakia;LZKC;PR;Kamenica nad Cirocho;48,935;21,994;571;;;;;;;;;;
Slovakia;LZKZ;KI;Košice Intl;48,661;21,24;745;METAR, TAF;;;;;;;;;
Slovakia;LZLU;BA;Lučenec Arpt;48,339;19,734;692;;;;;;;;;;
Slovakia;LZMC;BL;Malacky Arpt;48,396;17,119;679;;;;;;;;;;
Slovakia;LZNI;ZI;Nitra Arpt;48,278;18,136;430;;;;;;;;;;
Slovakia;LZPE;ZI;Prievidza Arpt;48,766;18,588;837;;;;;;;;;;
Slovakia;LZPP;TA;Piešťany Arpt;48,613;17,832;525;METAR, TAF;;;;;;;;;
Slovakia;LZPW;NI;Presov (MIL);49,03;21,304;1060;;;;;;;;;;
Slovakia;LZSL;BL;Sliač Arpt;48,639;19,14;1020;METAR, TAF;;;;;;;;;
Slovakia;LZTT;NI;Poprad/Tatry Arpt;49,068;20,25;2274;METAR, TAF;;;;;;;;;
Slovakia;LZZI;ZI;Žilina Arpt;49,231;18,613;1020;METAR, TAF;;;;;;;;;
Slovenia;LJCE;CE;Cerklje Arpt;45,899;15,523;502;METAR, TAF;;;;;;;;;
Slovenia;LJLJ;LJ;Ljubljana/Pucnik Arpt;46,218;14,477;1191;METAR, TAF;;;;;;;;;
Slovenia;LJMB;MA;Maribor/Rusjan Arpt;46,48;15,682;863;METAR, TAF;;;;;;;;;
Slovenia;LJMS;MU;Murska Sobota;46,63;16,175;604;;;;;;;;;;
Slovenia;LJPZ;PI;Portorož Arpt;45,473;13,615;7;METAR, TAF;;;;;;;;;
Spain;EQYR;;Rota (NAS);36,647;-6,347;85;METAR, TAF;;;;;;;;;
Spain;GCFV;CR;Fuerteventura Arpt;28,445;-13,863;36;METAR, TAF;;;;;;;;;
Spain;GCGM;CR;Alajero/La Gomera Arpt;28,032;-17,211;712;METAR, TAF;;;;;;;;;
Spain;GCHI;CR;Valverde/Hierro Arpt;27,819;-17,889;69;METAR, TAF;;;;;;;;;
Spain;GCLA;CR;La Palma Arpt;28,633;-17,755;66;METAR, TAF;;;;;;;;;
Spain;GCLP;CR;Grand Canaria Arpt;27,923;-15,389;52;METAR, TAF;;;;;;;;;
Spain;GCRR;CR;Arrecife/Lanzarote Arpt;28,952;-13,6;30;METAR, TAF;;;;;;;;;
Spain;GCTS;CR;Tenerife/South Arpt;28,047;-16,561;194;METAR, TAF;;;;;;;;;
Spain;GCXO;CR;Tenerife/North Arpt;28,483;-16,342;2044;METAR, TAF;;;;;;;;;
Spain;GECE;CU;Ceuta Heliport;35,893;-5,306;7;METAR, TAF;;;;;;;;;
Spain;GEML;ML;Melilla Arpt;35,278;-2,956;157;METAR, TAF;;;;;;;;;
Spain;LEAB;CM;Albacete Arpt;38,952;-1,863;2310;METAR, TAF;;;;;;;;;
Spain;LEAG;AN;Algeciras;36,129;-5,441;13;METAR, TAF;;;;;;;;;
Spain;LEAL;VC;Alicante Arpt;38,282;-0,558;85;METAR, TAF;;;;;;;;;
Spain;LEAM;AN;Almería Arpt;36,846;-2,357;52;METAR, TAF;;;;;;;;;
Spain;LEAO;CM;Ciudad Real(CM);38,953;-3,741;2037;METAR, TAF;;;;;;;;;
Spain;LEAS;O;Aviles/Asturias Arpt;43,567;-6,044;394;METAR, TAF;;;;;;;;;
Spain;LEBA;AN;Córdoba Arpt;37,842;-4,849;289;METAR, TAF;;;;;;;;;
Spain;LEBB;PV;Bilbao Arpt;43,298;-2,906;125;METAR, TAF;;;;;;;;;
Spain;LEBG;CL;Burgos Arpt;42,356;-3,622;2927;METAR, TAF;;;;;;;;;
Spain;LEBL;CT;Barcelona/Prat Arpt;41,293;2,07;7;METAR, TAF;;;;;;;;;
Spain;LEBR;NA;Bardenas(WX);42,2;-1,43;1138;METAR, TAF;;;;;;;;;
Spain;LEBT;VC;Valencia/Betera;39,58;-0,45;164;;;;;;;;;;
Spain;LEBZ;EX;Badajoz Arpt;38,883;-6,814;600;METAR, TAF;;;;;;;;;
Spain;LECH;VC;Castellon Arpt;40,211;0,067;1181;;;;;;;;;;
Spain;LECO;GA;A Coruña Arpt;43,307;-8,372;262;METAR, TAF;;;;;;;;;
Spain;LECV;M;Madrid-Colmenar;40,696;-3,765;3264;METAR, TAF;;;;;;;;;
Spain;LEDA;CT;Lleida-Alguaire Arpt;41,734;0,538;1155;;;;;;;;;;
Spain;LEEC;SE;Sevilla/El Copero;37,313;-5,999;23;METAR, TAF;;;;;;;;;
Spain;LEGA;AM;Granada/Armilla(MIL);37,136;-3,633;2244;METAR, TAF;;;;;;;;;
Spain;LEGE;CT;Gerona/Costa Brava Arpt;41,911;2,763;459;METAR, TAF;;;;;;;;;
Spain;LEGR;AN;Granada/Lorca Arpt;37,19;-3,789;1837;METAR, TAF;;;;;;;;;
Spain;LEGT;M;Madrid/Getafe Arpt;40,299;-3,723;2031;METAR, TAF;;;;;;;;;
Spain;LEHC;AR;Huesca/Pirineos Arpt;42,082;-0,324;1772;METAR, TAF;;;;;;;;;
Spain;LEHI;AN;Hinojosa Del Duque;38,511;-5,11;1811;;;;;;;;;;
Spain;LEIB;IB;Ibiza Arpt;38,876;1,384;13;METAR, TAF;;;;;;;;;
Spain;LEJR;AN;Jerez Arpt;36,751;-6,056;82;METAR, TAF;;;;;;;;;
Spain;LELC;MU;San Javier Arpt;37,775;-0,812;10;METAR, TAF;;;;;;;;;
Spain;LELL;CT;Sabadell Arpt;41,521;2,105;446;METAR, TAF;;;;;;;;;
Spain;LELN;CL;León Arpt;42,588;-5,651;2989;METAR, TAF;;;;;;;;;
Spain;LELO;LO;Logrono Arpt;42,452;-2,331;1155;METAR, TAF;;;;;;;;;
Spain;LEMD;M;Madrid/Barajas Arpt;40,466;-3,555;1932;METAR, TAF;;;;;;;;;
Spain;LEMG;AN;Málaga Arpt;36,666;-4,482;16;METAR, TAF;;;;;;;;;
Spain;LEMH;IB;Mahon/Menorca Arpt;39,855;4,216;269;METAR, TAF;;;;;;;;;
Spain;LEMI;MU;Murcia Intl;37,803;-1,125;633;;;;;;;;;;
Spain;LEMO;AN;Morón(AB);37,175;-5,616;269;METAR, TAF;;;;;;;;;
Spain;LEPA;IB;Palma De Mallorca Arpr;39,561;2,737;26;METAR, TAF;;;;;;;;;
Spain;LEPP;NA;Pamplona Arpt;42,777;-1,65;1470;METAR, TAF;;;;;;;;;
Spain;LERI;MU;Alcantarilla(SP-AFB);37,958;-1,229;243;METAR, TAF;;;;;;;;;
Spain;LERL;CM;Cuidad Real Arpt;38,862;-3,993;2037;METAR, TAF;;;;;;;;;
Spain;LERS;CT;Reus Arpt;41,15;1,179;223;METAR, TAF;;;;;;;;;
Spain;LERT;AN;Rota(NAVY);36,645;-6,349;89;METAR, TAF;;;;;;;;;
Spain;LESA;CL;Salamanca Arpt;40,96;-5,498;2585;METAR, TAF;;;;;;;;;
Spain;LESB;IB;Mallorca/Son Bonet Arpt;39,599;2,703;157;;;;;;;;;;
Spain;LESO;PV;San Sebastian Arpt;43,361;-1,787;10;METAR, TAF;;;;;;;;;
Spain;LEST;GA;Santiago Arpt;42,888;-8,411;1191;METAR, TAF;;;;;;;;;
Spain;LESU;CT;La Seu Arpt;42,337;1,406;2631;METAR, TAF;;;;;;;;;
Spain;LETL;AR;Teruel Arpt;40,404;-1,218;3360;;;;;;;;;;
Spain;LETO;M;Torrejon (AFB);40,489;-3,451;1962;METAR, TAF;;;;;;;;;
Spain;LETU;;UNK;-99,99;-99,99;32805;;;;;;;;;;
Spain;LEVC;VC;Valencia Arpt;39,489;-0,482;190;METAR, TAF;;;;;;;;;
Spain;LEVD;CL;Valladolid Arpt;41,706;-4,852;2769;METAR, TAF;;;;;;;;;
Spain;LEVS;M;Madrid/Vientos Arpt;40,371;-3,785;2241;METAR, TAF;;;;;;;;;
Spain;LEVT;PV;Vitoria Arpt;42,872;-2,733;1644;METAR, TAF;;;;;;;;;
Spain;LEVX;GA;Vigo/Peinador Arpt;42,239;-8,624;830;METAR, TAF;;;;;;;;;
Spain;LEXJ;S;Santander/Ballesteros Arpt;43,429;-3,831;3;METAR, TAF;;;;;;;;;
Spain;LEZA;AR;Zaragoza (USAFB);41,667;-1,05;860;;;;;;;;;;
Spain;LEZG;AR;Zaragoza Arpt;41,661;-1,004;804;METAR, TAF;;;;;;;;;
Spain;LEZL;AN;Seville/San Pablo Arpt;37,418;-5,893;85;METAR, TAF;;;;;;;;;
Sweden;ESCF;E;Linkoping/Malmen Arpt;58,398;15,526;282;METAR, TAF;;;;;;;;;
Sweden;ESCL;X;Soderhamn (AFB);61,267;17,09;92;;;;;;;;;;
Sweden;ESCM;C;Uppsala Arpt;59,899;17,589;69;METAR, TAF;;;;;;;;;
Sweden;ESDA;M;Ljungbyhed(AFB);56,083;13,213;128;;;;;;;;;;
Sweden;ESDB;M;Angelholm (AFB);56,294;12,848;62;;;;;;;;;;
Sweden;ESDF;K;Ronneby Arpt;56,266;15,267;171;METAR, TAF;;;;;;;;;
Sweden;ESGG;O;Goteborg/Landvetter Arpt;57,667;12,285;499;METAR, TAF;;;;;;;;;
Sweden;ESGJ;F;Jönköping Arpt;57,752;14,069;735;METAR, TAF;;;;;;;;;
Sweden;ESGL;Q;Lidkoping Arpt;58,47;13,187;190;;;;;;;;;;
Sweden;ESGP;O;Goteborg/City Arpt;57,781;11,869;49;METAR, TAF;;;;;;;;;
Sweden;ESGR;O;Skövde Arpt;58,457;13,97;312;;;;;;;;;;
Sweden;ESGT;O;Trollhattan Arpt;58,314;12,347;131;METAR, TAF;;;;;;;;;
Sweden;ESIA;O;Karlsborg (AFB);58,514;14,507;308;METAR, TAF;;;;;;;;;
Sweden;ESIB;O;Satenas Arpt;58,431;12,71;167;METAR, TAF;;;;;;;;;
Sweden;ESKM;W;Mora-Siljan Arpt;60,96;14,507;604;;;;;;;;;;
Sweden;ESKN;D;Stockholm/Skavsta Arpt;58,786;16,918;135;METAR, TAF;;;;;;;;;
Sweden;ESKS;W;Salen/Scandanavian Mtns Arpt;61,165;12,834;1650;METAR, TAF;;;;;;;;;
Sweden;ESMK;S;Kristianstad Arpt;55,922;14,085;66;METAR, TAF;;;;;;;;;
Sweden;ESMQ;H;Kalmar Arpt;56,685;16,284;10;METAR, TAF;;;;;;;;;
Sweden;ESMS;M;Malmo/Sturup Arpt;55,539;13,373;223;METAR, TAF;;;;;;;;;
Sweden;ESMT;N;Halmstad Arpt;56,691;12,82;79;METAR, TAF;;;;;;;;;
Sweden;ESMV;F;Hagshult(AFB);57,29;14,134;548;METAR, TAF;;;;;;;;;
Sweden;ESMX;G;Växjö Arpt;56,927;14,73;577;METAR, TAF;;;;;;;;;
Sweden;ESND;Z;Sveg Arpt;62,047;14,416;1155;;;;;;;;;;
Sweden;ESNG;BD;Gällivare Arpt;67,133;20,81;984;METAR, TAF;;;;;;;;;
Sweden;ESNJ;BD;Jokkmokk Arpt;66,497;20,145;902;;;;;;;;;;
Sweden;ESNK;Y;Kramfors/Solleftea Arpt;63,047;17,766;13;METAR, TAF;;;;;;;;;
Sweden;ESNL;AC;Lycksele Arpt;64,552;18,711;722;METAR, TAF;;;;;;;;;
Sweden;ESNN;Y;Sundsvall-Timra Aprt;62,532;17,436;13;METAR, TAF;;;;;;;;;
Sweden;ESNO;Y;Örnsköldsvik Arpt;63,412;18,98;328;METAR, TAF;;;;;;;;;
Sweden;ESNQ;BD;Kiruna Arpt;67,823;20,34;1467;METAR, TAF;;;;;;;;;
Sweden;ESNS;AC;Skellefteå Arpt;64,625;21,077;135;METAR, TAF;;;;;;;;;
Sweden;ESNU;AC;Umeå Arpt;63,789;20,285;26;METAR, TAF;;;;;;;;;
Sweden;ESNV;AC;Vilhelmina Arpt;64,579;16,839;1142;;;;;;;;;;
Sweden;ESNX;BD;Arvidsjaur Arpt;65,592;19,283;1247;METAR, TAF;;;;;;;;;
Sweden;ESNY;X;Söderhamn Arpt;61,263;17,098;92;;;;;;;;;;
Sweden;ESNZ;Z;Are Ostersund Arpt;63,199;14,489;1181;METAR, TAF;;;;;;;;;
Sweden;ESOE;T;Örebro Arpt;59,229;15,046;187;METAR, TAF;;;;;;;;;
Sweden;ESOH;;Hagfors Arpt;60,02;13,579;476;;;;;;;;;;
Sweden;ESOK;S;Karlstad Arpt;59,442;13,342;331;METAR, TAF;;;;;;;;;
Sweden;ESOW;U;Stockholm/Västerås Arpt;59,595;16,638;23;METAR, TAF;;;;;;;;;
Sweden;ESPA;BD;Luleå Arpt;65,541;22,126;39;METAR, TAF;;;;;;;;;
Sweden;ESPC;Z;Ostersund(AFB);63,199;14,489;1181;;;;;;;;;;
Sweden;ESPD;AC;Gunnarn(AFB);65,009;17,699;994;;;;;;;;;;
Sweden;ESPE;BD;Vidsel(AFB);65,875;20,144;597;METAR, TAF;;;;;;;;;
Sweden;ESSA;AB;Stockholm/Arlanda Arpt;59,664;17,92;118;METAR, TAF;;;;;;;;;
Sweden;ESSB;AB;Stockholm/Bromma Arpt;59,356;17,933;46;METAR, TAF;;;;;;;;;
Sweden;ESSD;W;Borlange/Dala Arpt;60,422;15,515;495;METAR, TAF;;;;;;;;;
Sweden;ESSF;H;Hultsfred (AFB);57,526;15,823;361;;;;;;;;;;
Sweden;ESSK;X;Gävle/Sandviken(AFB);60,593;16,951;207;;;;;;;;;;
Sweden;ESSL;E;Linköping City Arpt;58,406;15,681;167;METAR, TAF;;;;;;;;;
Sweden;ESSP;E;Norrköping Arpt;58,584;16,255;10;METAR, TAF;;;;;;;;;
Sweden;ESSQ;S;Karlstadt Arpt;59,359;13,472;154;;;;;;;;;;
Sweden;ESST;S;Torsby Arpt;60,158;12,992;361;;;;;;;;;;
Sweden;ESSV;I;Visby Arpt;57,662;18,348;125;METAR, TAF;;;;;;;;;
Sweden;ESTA;M;Angelholm Arpt;56,294;12,848;62;METAR, TAF;;;;;;;;;
Sweden;ESTL;M;Llungbyhed Arpt;56,083;13,213;128;METAR, TAF;;;;;;;;;
Sweden;ESUD;AC;Storuman/Gunnarn Arpt;64,961;17,697;922;;;;;;;;;;
Sweden;ESUP;BD;Pajala Arpt;67,246;23,069;538;;;;;;;;;;
Sweden;ESUT;AC;Hamavan Arpt;65,806;15,083;1499;METAR, TAF;;;;;;;;;
Switzerland;LSGC;NE;Les Eplatures Arpt;47,083;6,792;3340;METAR, TAF;;;;;;;;;
Switzerland;LSGG;GE;Geneva/Cointrin Arpt;46,248;6,128;1348;METAR, TAF;;;;;;;;;
Switzerland;LSGL;VD;Lausanne Arpt;46,546;6,617;2011;;;;;;;;;;
Switzerland;LSGN;NE;Neuchatel Arpt;46,955;6,866;1414;;;;;;;;;;
Switzerland;LSGS;VS;Sion Arpt;46,219;7,33;1581;METAR, TAF;;;;;;;;;
Switzerland;LSMA;OW;Alpnach Arpt(MIL);46,943;8,286;1447;METAR, TAF;;;;;;;;;
Switzerland;LSMC;VA;Ulrichen Arpt;46,505;8,308;4419;;;;;;;;;;
Switzerland;LSMD;ZH;Dübendorf Arpt(MIL);47,399;8,648;1430;METAR, TAF;;;;;;;;;
Switzerland;LSME;LU;Emmen Arpt(MIL);47,092;8,305;1401;METAR, TAF;;;;;;;;;
Switzerland;LSMM;BE;Meiringen Arpt;46,743;8,11;1870;METAR, TAF;;;;;;;;;
Switzerland;LSMP;VD;Payerne Arpt(MIL);46,844;6,916;1608;METAR, TAF;;;;;;;;;
Switzerland;LSMS;VS;Sion Arpt;46,22;7,32;1578;;;;;;;;;;
Switzerland;LSMV;;UNK;-99,99;-99,99;32805;;;;;;;;;;
Switzerland;LSZA;TI;Lugano Arpt;46,004;8,91;906;METAR, TAF;;;;;;;;;
Switzerland;LSZB;BE;Bern Arpt;46,914;7,497;1673;METAR, TAF;;;;;;;;;
Switzerland;LSZC;NW;Buochs Arpt;46,972;8,392;1460;METAR, TAF;;;;;;;;;
Switzerland;LSZG;SO;Grenchen Arpt;47,179;7,415;1404;METAR, TAF;;;;;;;;;
Switzerland;LSZH;ZH;Zürich Intl Arpt;47,48;8,536;1391;METAR, TAF;;;;;;;;;
Switzerland;LSZL;TI;Locarno Arpt;46,164;8,878;650;METAR, TAF;;;;;;;;;
Switzerland;LSZR;SG;Rheineck/Altenrhein;47,485;9,561;1299;METAR, TAF;;;;;;;;;
Switzerland;LSZS;GR;Samedan Arpt;46,526;9,879;5604;METAR, TAF;;;;;;;;;
Turkey;LTAB;AN;Ankara/Guvercin Lik;39,934;32,739;2690;METAR, TAF;;;;;;;;;
Turkey;LTAC;AN;Ankara/Esenboğa Intl;40,128;32,995;3123;METAR, TAF;;;;;;;;;
Turkey;LTAD;AN;Ankara/Etimesgut Arpt;39,95;32,689;2667;METAR, TAF;;;;;;;;;
Turkey;LTAE;AN;Murted (TUR-AFB);40,079;32,566;2743;METAR, TAF;;;;;;;;;
Turkey;LTAF;AD;Adana Arpt;36,989;35,293;62;METAR, TAF;;;;;;;;;
Turkey;LTAG;AD;Adana/Incirlik(AB);37,002;35,426;203;METAR, TAF;;;;;;;;;
Turkey;LTAH;AF;Afyon Arpt(MIL);38,735;30,596;3294;METAR, TAF;;;;;;;;;
Turkey;LTAI;AN;Antalya Arpt;36,9;30,798;164;METAR, TAF;;;;;;;;;
Turkey;LTAJ;GA;Gaziantep Arpt;36,947;37,479;2244;METAR, TAF;;;;;;;;;
Turkey;LTAK;HT;Iskenderun;36,592;36,158;7;;;;;;;;;;
Turkey;LTAL;KA;Kastamonu Arpt;41,305;33,792;3524;METAR, TAF;;;;;;;;;
Turkey;LTAN;KA;Konya Arpt;37,979;32,562;3376;METAR, TAF;;;;;;;;;
Turkey;LTAO;;Malatya Tulga Arpt;38,354;38,254;3015;;;;;;;;;;
Turkey;LTAP;AM;Merzifon Arpt(MIL);40,826;35,52;1759;METAR, TAF;;;;;;;;;
Turkey;LTAQ;;Samsun Arpt;41,278;36,305;551;;;;;;;;;;
Turkey;LTAR;SI;Sivas Arpt;39,798;36,894;5253;METAR, TAF;;;;;;;;;
Turkey;LTAS;ZO;Zonguldak/Caycuma Arpt;41,507;32,089;43;METAR, TAF;;;;;;;;;
Turkey;LTAT;MA;Malatya Arpt;38,435;38,092;2789;METAR, TAF;;;;;;;;;
Turkey;LTAU;KA;Kayseri Intl;38,77;35,495;3455;METAR, TAF;;;;;;;;;
Turkey;LTAV;ES;Sivrihisar;39,453;31,369;3202;METAR, TAF;;;;;;;;;
Turkey;LTAW;TO;Tokat Arpt;40,308;36,368;1841;METAR, TAF;;;;;;;;;
Turkey;LTAY;DE;Çardak Arpt;37,785;29,701;2792;METAR, TAF;;;;;;;;;
Turkey;LTAZ;NE;Nevsehir Arpt;38,771;34,521;3097;METAR, TAF;;;;;;;;;
Turkey;LTBA;IS;Istanbul/Ataturk Intl;40,982;28,821;108;METAR, TAF;;;;;;;;;
Turkey;LTBD;AY;Aydin/Çıldır Arpt;37,816;27,886;95;METAR, TAF;;;;;;;;;
Turkey;LTBE;BR;Bursa Arpt;40,233;29,009;318;;;;;;;;;;
Turkey;LTBF;BA;Balikesir Arpt;39,619;27,926;312;METAR, TAF;;;;;;;;;
Turkey;LTBG;BA;Bandirma Arpt(CIV/AF);40,318;27,978;138;METAR, TAF;;;;;;;;;
Turkey;LTBH;CK;Çanakkale Arpt;40,14;26,425;26;METAR, TAF;;;;;;;;;
Turkey;LTBI;ES;Eskisehir (TUR-AB);39,781;30,58;2575;METAR, TAF;;;;;;;;;
Turkey;LTBJ;IZ;Izmir/Menderes Arpt;38,285;27,155;404;METAR, TAF;;;;;;;;;
Turkey;LTBK;IZ;Izmir/Gaziemir Arpt;38,32;27,159;433;;;;;;;;;;
Turkey;LTBL;IZ;Izmir/Cigli(CV/AFB);38,513;27,01;16;METAR, TAF;;;;;;;;;
Turkey;LTBM;IS;Isparta;37,75;30,55;3661;METAR;;;;;;;;;
Turkey;LTBN;MA;Kutahya(AFB);39,427;30,017;3022;;;;;;;;;;
Turkey;LTBO;US;Uşak Arpt;38,68;29,483;2848;METAR, TAF;;;;;;;;;
Turkey;LTBP;IS;Yalova (MIL);40,682;29,377;43;;;;;;;;;;
Turkey;LTBQ;KO;Topel Arpt(TUR-AFB);40,735;30,083;167;METAR, TAF;;;;;;;;;
Turkey;LTBR;BR;Bursa/Yenisehir Arpt;40,255;29,562;764;METAR, TAF;;;;;;;;;
Turkey;LTBS;MU;Dalaman Arpt;36,713;28,793;7;METAR, TAF;;;;;;;;;
Turkey;LTBT;MA;Akhisar Arpt(TUR-AF);38,809;27,834;266;METAR, TAF;;;;;;;;;
Turkey;LTBU;TE;Corlu Arpt;41,139;27,919;541;METAR, TAF;;;;;;;;;
Turkey;LTBV;MU;Bodrum/Imisiki;37,14;27,67;157;;;;;;;;;;
Turkey;LTBX;IS;Istanbul/Samandira;40,993;29,216;381;;;;;;;;;;
Turkey;LTBY;ES;Eskisehir/Polatkan Arpt;39,81;30,519;2585;METAR, TAF;;;;;;;;;
Turkey;LTBZ;MA;Zafer Arpt;39,114;30,13;3314;METAR, TAF;;;;;;;;;
Turkey;LTCA;EL;Elazığ Arpt;38,607;39,291;2910;METAR, TAF;;;;;;;;;
Turkey;LTCB;GI;Ordu/Giresun Arpt;40,967;38,081;16;METAR, TAF;;;;;;;;;
Turkey;LTCC;DI;Diyarbakir Arpt;37,894;40,201;2218;METAR, TAF;;;;;;;;;
Turkey;LTCD;EZ;Erzincan Arpt;39,71;39,527;3760;METAR, TAF;;;;;;;;;
Turkey;LTCE;EZ;Erzurum Intl;39,956;41,17;5768;METAR, TAF;;;;;;;;;
Turkey;LTCF;KR;Kars/Harakani Arpt;40,562;43,115;5886;METAR, TAF;;;;;;;;;
Turkey;LTCG;TR;Trabzon Arpt;40,995;39,782;92;METAR, TAF;;;;;;;;;
Turkey;LTCH;SA;Sanliurfa;37,133;38,767;1804;METAR, TAF;;;;;;;;;
Turkey;LTCI;VA;Van Arpt;38,469;43,337;5427;METAR, TAF;;;;;;;;;
Turkey;LTCJ;SI;Batman Arpt;37,93;41,117;1834;METAR, TAF;;;;;;;;;
Turkey;LTCK;MU;Muş Arpt(AFB);38,748;41,661;4157;METAR, TAF;;;;;;;;;
Turkey;LTCL;SI;Siirt Arpt;37,978;41,842;1975;METAR, TAF;;;;;;;;;
Turkey;LTCM;SI;Sinop Arpt;42,019;35,072;23;METAR, TAF;;;;;;;;;
Turkey;LTCN;KA;Kahramanmaraş Arpt;37,539;36,953;1657;METAR, TAF;;;;;;;;;
Turkey;LTCO;AG;Ağrı Arpt;39,654;43,026;5436;METAR, TAF;;;;;;;;;
Turkey;LTCP;AD;Adiyaman Arpt;37,731;38,469;2205;METAR, TAF;;;;;;;;;
Turkey;LTCR;MA;Mardin Arpt;37,232;40,638;1736;METAR, TAF;;;;;;;;;
Turkey;LTCS;SA;Sanliurfa Gap Intl;37,445;38,904;2707;METAR, TAF;;;;;;;;;
Turkey;LTCT;IG;Iğdır Arpt;39,977;43,878;3071;METAR, TAF;;;;;;;;;
Turkey;LTCU;BG;Bingöl Arpt;38,861;40,593;3481;METAR, TAF;;;;;;;;;
Turkey;LTCV;SN;Sirnak Arpt;37,365;42,06;2034;METAR, TAF;;;;;;;;;
Turkey;LTCW;HA;Yüksekova Arpt;37,55;44,238;6076;METAR, TAF;;;;;;;;;
Turkey;LTDA;HT;Hatay Arpt;36,361;36,283;262;METAR, TAF;;;;;;;;;
Turkey;LTFA;IZ;Izmir/Kaklic;38,511;26,978;13;METAR, TAF;;;;;;;;;
Turkey;LTFB;IZ;Izmir-Selcuk/Efes Arpt;37,951;27,333;10;METAR, TAF;;;;;;;;;
Turkey;LTFC;IZ;Isparta/Demirel Arpt;37,855;30,368;2828;METAR, TAF;;;;;;;;;
Turkey;LTFD;BA;Balikesir/Seyit Arpt;39,559;27,025;49;METAR, TAF;;;;;;;;;
Turkey;LTFE;MU;Milas-Bodrun Arpt;37,245;27,673;20;METAR, TAF;;;;;;;;;
Turkey;LTFG;AN;Gazipasa Arpt;36,299;32,3;85;METAR, TAF;;;;;;;;;
Turkey;LTFH;SA;Samsun-Çarşamba Arpt;41,255;36,567;23;METAR, TAF;;;;;;;;;
Turkey;LTFJ;KO;Istanbul/Gokcen Intl;40,899;29,309;272;METAR, TAF;;;;;;;;;
Turkey;LTFK;IM;Gokceada Arpt;40,2;25,883;69;METAR, TAF;;;;;;;;;
Turkey;LTFM;IS;Istanbul Arpt;41,262;28,74;325;METAR, TAF;;;;;;;;;
Turkey;LTFO;RI;Rize-Artvin Arpt;41,179;40,845;16;METAR, TAF;;;;;;;;;
Ukraine;UKBB;32;Kiev/Borispil Arpt;50,34;30,896;410;METAR, TAF;;;;;;;;;
Ukraine;UKCC;14;Donetsk Intl;48,074;37,74;771;METAR, TAF;;;;;;;;;
Ukraine;UKCM;14;Mariupol Intl;47,075;37,452;236;METAR, TAF;;;;;;;;;
Ukraine;UKCW;9;Luhansk Intl;48,417;39,374;614;METAR, TAF;;;;;;;;;
Ukraine;UKDD;12;Dnipropetrovsk Intl;48,365;35,097;482;METAR, TAF;;;;;;;;;
Ukraine;UKDE;23;Zaporizhia/Mokraya Intl;47,867;35,316;348;METAR, TAF;;;;;;;;;
Ukraine;UKDR;12;Lozuvatka Intl;48,044;33,21;390;METAR, TAF;;;;;;;;;
Ukraine;UKFF;43;Simferopol Intl;45,034;33,982;614;METAR, TAF;;;;;;;;;
Ukraine;UKHH;63;Kharkiv Intl;49,925;36,29;489;METAR, TAF;;;;;;;;;
Ukraine;UKII;51;Kishinev;47,017;28,983;568;;;;;;;;;;
Ukraine;UKKE;71;Cherkasy Arpt;49,416;31,995;354;METAR, TAF;;;;;;;;;
Ukraine;UKKK;32;Kiev/Zhuliany Arpt;50,41;30,443;574;METAR, TAF;;;;;;;;;
Ukraine;UKKM;32;Hostomel Arpt;50,603;30,192;512;METAR, TAF;;;;;;;;;
Ukraine;UKLI;26;Ivano-Frankivsk Arpt;48,884;24,691;896;METAR, TAF;;;;;;;;;
Ukraine;UKLL;46;Lviv Intl;49,812;23,956;1037;METAR, TAF;;;;;;;;;
Ukraine;UKLN;77;Chernovsty Intl;48,259;25,981;794;METAR, TAF;;;;;;;;;
Ukraine;UKLR;56;Rivne Intl;50,608;26,145;745;METAR, TAF;;;;;;;;;
Ukraine;UKLU;21;Uzhhorod Arpt;48,633;22,261;364;METAR, TAF;;;;;;;;;
Ukraine;UKOH;65;Kherson Intl;46,676;32,506;141;METAR, TAF;;;;;;;;;
Ukraine;UKON;48;Mykolaiv Arpt;47,058;31,92;157;METAR, TAF;;;;;;;;;
Ukraine;UKOO;51;Odessa Intl;46,427;30,677;171;METAR, TAF;;;;;;;;;
Ukraine;UKWW;5;Vinnitsa/Gavrishevka Arpt;49,242;28,614;961;METAR, TAF;;;;;;;;;
United Kingdom;62001;;Gascogne Bouy;45,2;-5,5;0;;;;;;;;;;
United Kingdom;62027;;Jersey 5S;49,082;-2,218;0;;;;;;;;;;
United Kingdom;62028;;Weymouth Bay;50,59;-2,3;0;;;;;;;;;;
United Kingdom;62029;;K1 Bouy;48,7;-12,4;0;;;;;;;;;;
United Kingdom;62081;;K2 Bouy;51;-13,3;0;;;;;;;;;;
United Kingdom;62095;;M6 West Coast;53,056;-15,924;0;;;;;;;;;;
United Kingdom;62103;;Channel Lightship;49,9;-2,9;0;;;;;;;;;;
United Kingdom;62105;;K4 Bouy;55,4;-12,2;0;;;;;;;;;;
